"page","col","y","n_words","text","drop_reason","doc_id"
4,1,497,19,"Against the backdrop of the dynamic development of this field of technology, this Strategy serves as a framework for","excluded_section","DEU_AISTRAT_2018"
4,1,510,17,"action by the Federal Government. It is part of the Federal Government’s digitalisation implementation strategy. At the","excluded_section","DEU_AISTRAT_2018"
4,1,523,22,"beginning of 2020, the Strategy will be developed further in line with the status of the debate and the needs, and will","excluded_section","DEU_AISTRAT_2018"
4,1,536,10,"be brought into line with the latest developments and requirements.","excluded_section","DEU_AISTRAT_2018"
4,1,575,4,"Definition of “artificial intelligence”","excluded_section","DEU_AISTRAT_2018"
4,1,601,18,"There is no definition of AI which generally valid or used consistently by all stakeholders. The Federal Govern-","excluded_section","DEU_AISTRAT_2018"
4,1,614,11,"ment’s AI Strategy is based on the following understanding of AI:","excluded_section","DEU_AISTRAT_2018"
4,1,640,19,"In highly abstract terms, AI researchers can be assigned to two groups: “strong” and “weak” AI. “Strong” AI means","excluded_section","DEU_AISTRAT_2018"
4,1,653,19,"that AI systems have the same intellectual capabilities as humans, or even exceed them. “Weak” AI is focused on","excluded_section","DEU_AISTRAT_2018"
4,1,666,15,"the solution of specific problems using methods from mathematics and computer science, whereby the systems","excluded_section","DEU_AISTRAT_2018"
4,1,679,16,"developed are capable of self-optimisation. To this end, aspects of human intelligence are mapped and formally","excluded_section","DEU_AISTRAT_2018"
4,1,692,11,"described, and systems are designed to simulate and support human thinking.","excluded_section","DEU_AISTRAT_2018"
4,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
4,1,817,1,"4","page_number","DEU_AISTRAT_2018"
5,1,81,21,"The Federal Government is oriented its strategy to the use of AI to solve specific problems, i. e. to the “weak”","excluded_section","DEU_AISTRAT_2018"
5,1,94,1,"approach:","excluded_section","DEU_AISTRAT_2018"
5,1,120,13,"1. Deduction systems, machine-based proofs: deduction of formal statements from logical expressions, systems","excluded_section","DEU_AISTRAT_2018"
5,1,133,8,"to prove the correctness of hardware and software","excluded_section","DEU_AISTRAT_2018"
5,1,159,15,"2. Knowledge-based systems: methods to model and gather expertise; software to simulate human expertise and","excluded_section","DEU_AISTRAT_2018"
5,1,172,14,"to support experts (previously designated “expert systems”); to some extent coupled with psychology and","excluded_section","DEU_AISTRAT_2018"
5,1,185,2,"cognitive sciences;","excluded_section","DEU_AISTRAT_2018"
5,1,211,14,"3. Pattern analysis and pattern recognition: inductive analytical processes in general, machine learning in","excluded_section","DEU_AISTRAT_2018"
5,1,224,1,"particular;","excluded_section","DEU_AISTRAT_2018"
5,1,250,10,"4. Robotics: autonomous control of robotic systems, i.e. autonomous systems;","excluded_section","DEU_AISTRAT_2018"
5,1,276,12,"5. Smart multimodal human-machine interaction: analysis and “understanding” of language (in conjunction","excluded_section","DEU_AISTRAT_2018"
5,1,289,10,"with linguistics), images, gestures and other forms of human interaction.","excluded_section","DEU_AISTRAT_2018"
5,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
5,1,817,1,"5","page_number","DEU_AISTRAT_2018"
6,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
6,1,817,1,"6","page_number","DEU_AISTRAT_2018"
7,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
7,1,817,1,"7","page_number","DEU_AISTRAT_2018"
8,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
8,1,817,1,"8","page_number","DEU_AISTRAT_2018"
9,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
9,1,817,1,"9","page_number","DEU_AISTRAT_2018"
10,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
10,1,817,1,"10","page_number","DEU_AISTRAT_2018"
11,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
11,1,817,1,"11","page_number","DEU_AISTRAT_2018"
12,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
12,1,817,1,"12","page_number","DEU_AISTRAT_2018"
13,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
13,1,817,1,"13","page_number","DEU_AISTRAT_2018"
14,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
14,1,817,1,"14","page_number","DEU_AISTRAT_2018"
15,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
15,1,817,1,"15","page_number","DEU_AISTRAT_2018"
16,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
16,1,817,1,"16","page_number","DEU_AISTRAT_2018"
17,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
17,1,817,1,"17","page_number","DEU_AISTRAT_2018"
18,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
18,1,817,1,"18","page_number","DEU_AISTRAT_2018"
19,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
19,1,817,1,"19","page_number","DEU_AISTRAT_2018"
20,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
20,1,817,1,"20","page_number","DEU_AISTRAT_2018"
21,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
21,1,817,1,"21","page_number","DEU_AISTRAT_2018"
22,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
22,1,817,1,"22","page_number","DEU_AISTRAT_2018"
23,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
23,1,817,1,"23","page_number","DEU_AISTRAT_2018"
24,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
24,1,817,1,"24","page_number","DEU_AISTRAT_2018"
25,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
25,1,817,1,"25","page_number","DEU_AISTRAT_2018"
26,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
26,1,817,1,"26","page_number","DEU_AISTRAT_2018"
27,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
27,1,817,1,"27","page_number","DEU_AISTRAT_2018"
28,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
28,1,817,1,"28","page_number","DEU_AISTRAT_2018"
29,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
29,1,817,1,"29","page_number","DEU_AISTRAT_2018"
30,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
30,1,817,1,"30","page_number","DEU_AISTRAT_2018"
31,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
31,1,817,1,"31","page_number","DEU_AISTRAT_2018"
32,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
32,1,817,1,"32","page_number","DEU_AISTRAT_2018"
33,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
33,1,817,1,"33","page_number","DEU_AISTRAT_2018"
34,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
34,1,817,1,"34","page_number","DEU_AISTRAT_2018"
35,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
35,1,817,1,"35","page_number","DEU_AISTRAT_2018"
36,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
36,1,817,1,"36","page_number","DEU_AISTRAT_2018"
37,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
37,1,817,1,"37","page_number","DEU_AISTRAT_2018"
38,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
38,1,817,1,"38","page_number","DEU_AISTRAT_2018"
39,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
39,1,817,1,"39","page_number","DEU_AISTRAT_2018"
40,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
40,1,817,1,"40","page_number","DEU_AISTRAT_2018"
41,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
41,1,817,1,"41","page_number","DEU_AISTRAT_2018"
42,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
42,1,817,1,"42","page_number","DEU_AISTRAT_2018"
43,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
43,1,817,1,"43","page_number","DEU_AISTRAT_2018"
44,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
44,1,817,1,"44","page_number","DEU_AISTRAT_2018"
45,1,796,1,"www.ki-strategie-deutschland.de","running_head","DEU_AISTRAT_2018"
45,1,817,1,"45","page_number","DEU_AISTRAT_2018"
2,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
2,1,436,7,"This page has been intentionally left blank","sparse_page","IND_NAIS_2018"
2,1,801,1,"2","page_number","IND_NAIS_2018"
3,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
3,1,422,1,"Acknowledgments","excluded_section","IND_NAIS_2018"
3,1,452,16,"In writing this Report, Arnab Kumar, Punit Shukla, Aalekh Sharan and Tanay Mahindru of NITI Aayog","excluded_section","IND_NAIS_2018"
3,1,466,4,"have made valuable contributions.","excluded_section","IND_NAIS_2018"
3,1,488,17,"Inputs were also provided by Dr. Avik Sarkar, Dr. Ashish Nayan and Kartikeya Asthana of NITI Aayog.","excluded_section","IND_NAIS_2018"
3,1,511,17,"The valuable contributions of Mr. P. Anandan and his team from Wadhwani Institute for AI, Dr. Manish","excluded_section","IND_NAIS_2018"
3,1,525,15,"Gupta of Videoken, Prof. Ramesh Raskar of MIT Media Labs, nVIDIA, Intel, IBM, NASSCOM, McKinsey","excluded_section","IND_NAIS_2018"
3,1,539,14,"and Accenture are also thankfully acknowledged. Special contribution of Accenture in the production of","excluded_section","IND_NAIS_2018"
3,1,554,5,"this report is also acknowledged.","excluded_section","IND_NAIS_2018"
3,1,654,2,"Anna Roy","excluded_section","IND_NAIS_2018"
3,1,668,2,"Advisor (Industry)","excluded_section","IND_NAIS_2018"
3,1,682,2,"NITI Aayog","excluded_section","IND_NAIS_2018"
3,1,801,1,"3","page_number","IND_NAIS_2018"
4,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
4,1,56,1,"Contents","toc_page","IND_NAIS_2018"
4,1,101,2,"INTRODUCTION 5","toc_page","IND_NAIS_2018"
4,1,131,3,"EXECUTIVE SUMMARY 7","toc_page","IND_NAIS_2018"
4,1,162,5,"WHAT IS ARTIFICIAL INTELLIGENCE? 12","toc_page","IND_NAIS_2018"
4,1,192,6,"GLOBAL DEVELOPMENTS IN ARTIFICIAL INTELLIGENCE 16","toc_page","IND_NAIS_2018"
4,1,223,5,"ARTIFICIAL INTELLIGENCE AND INDIA 18","toc_page","IND_NAIS_2018"
4,1,253,6,"FOCUS AREAS FOR AI INTERVENTION 24","toc_page","IND_NAIS_2018"
4,1,266,2,"Healthcare 24","toc_page","IND_NAIS_2018"
4,1,278,2,"Agriculture 30","toc_page","IND_NAIS_2018"
4,1,290,2,"Education 35","toc_page","IND_NAIS_2018"
4,1,303,5,"Smart Cities and Infrastructure 39","toc_page","IND_NAIS_2018"
4,1,315,5,"Smart Mobility and Transportation 41","toc_page","IND_NAIS_2018"
4,1,346,9,"KEY CHALLENGES TO ADOPTION OF AI IN INDIA 46","toc_page","IND_NAIS_2018"
4,1,376,9,"WAY FORWARD TO HARNESS THE POWER OF AI 48","toc_page","IND_NAIS_2018"
4,1,406,2,"RESEARCH 50","toc_page","IND_NAIS_2018"
4,1,437,6,"SKILLING FOR THE AI AGE 64","toc_page","IND_NAIS_2018"
4,1,467,3,"ACCELERATING ADOPTION 71","toc_page","IND_NAIS_2018"
4,1,498,7,"ETHICS, PRIVACY, SECURITY AND ARTIFICIAL INTELLIGENCE 85","toc_page","IND_NAIS_2018"
4,1,528,5,"ACTIONS FOR THE GOVERNMENT 91","toc_page","IND_NAIS_2018"
4,1,558,6,"APPENDIX I: ARTIFICIAL INTELLIGENCE EXPLAINED 96","toc_page","IND_NAIS_2018"
4,1,589,7,"APPENDIX II: GLOBAL COUNTRY STRATEGY REVIEW 100","toc_page","IND_NAIS_2018"
4,1,619,5,"APPENDIX III: DATA ECOSYSTEM 110","toc_page","IND_NAIS_2018"
4,1,801,1,"4","page_number","IND_NAIS_2018"
5,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
5,1,801,1,"5","page_number","IND_NAIS_2018"
6,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
6,1,801,1,"6","page_number","IND_NAIS_2018"
7,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
7,1,801,1,"7","page_number","IND_NAIS_2018"
8,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
8,1,801,1,"8","page_number","IND_NAIS_2018"
9,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
9,1,801,1,"9","page_number","IND_NAIS_2018"
10,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
10,1,348,7,"This page has been intentionally left blank","sparse_page","IND_NAIS_2018"
10,1,801,1,"10","page_number","IND_NAIS_2018"
12,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
12,1,787,15,"1 Worldwide Semi-annual Cognitive Artificial Intelligence Systems Spending Guide from International Data Corp. (IDC), 2017","footnote_small_type","IND_NAIS_2018"
12,1,801,1,"12","page_number","IND_NAIS_2018"
13,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
13,1,97,6,"Figure 1: What is Artificial Intelligence","caption_or_source","IND_NAIS_2018"
13,1,403,1,"Source:","caption_or_source","IND_NAIS_2018"
13,1,528,5,"Figure 2: Evolution of AI","caption_or_source","IND_NAIS_2018"
13,1,681,1,"Source:","caption_or_source","IND_NAIS_2018"
13,1,801,1,"13","page_number","IND_NAIS_2018"
14,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
14,1,382,7,"Box 1: Machine Learning and Deep Learning","caption_or_source","IND_NAIS_2018"
14,1,594,7,"Figure 3: AI, ML and Deep Learning","caption_or_source","IND_NAIS_2018"
14,1,736,2,"Source: nVIDIA","footnote_small_type","IND_NAIS_2018"
14,1,774,16,"2 Data Age 2025: “The Evolution of Data to Life-Critical whitepaper by International Data Corporation, 2017”","footnote_small_type","IND_NAIS_2018"
14,1,787,12,"3 Medium.com: “The Difference Between Artificial Intelligence, Machine Learning, and Deep Learning”","footnote_small_type","IND_NAIS_2018"
14,1,801,1,"14","page_number","IND_NAIS_2018"
15,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
15,1,481,7,"Figure 4: Narrow AI vs. General AI","caption_or_source","IND_NAIS_2018"
15,1,715,1,"Source:","footnote_small_type","IND_NAIS_2018"
15,1,724,1,"Accenture","footnote_small_type","IND_NAIS_2018"
15,1,801,1,"15","page_number","IND_NAIS_2018"
16,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
16,1,801,1,"16","page_number","IND_NAIS_2018"
17,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
17,1,787,10,"4 Future of Jobs in India: A 2022 Perspective, 2017","footnote_small_type","IND_NAIS_2018"
17,1,801,1,"17","page_number","IND_NAIS_2018"
18,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
18,1,787,12,"5 Rewire for Growth: Accelerating India’s Economic Growth with Artificial Intelligence, Accenture","footnote_small_type","IND_NAIS_2018"
18,1,801,1,"18","page_number","IND_NAIS_2018"
19,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
19,1,106,6,"Figure 5: Unlocking innovation through AI","caption_or_source","IND_NAIS_2018"
19,1,276,1,"Source:","caption_or_source","IND_NAIS_2018"
19,1,801,1,"19","page_number","IND_NAIS_2018"
20,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
20,1,801,1,"20","page_number","IND_NAIS_2018"
21,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
21,1,234,11,"Figure 6: Current AI adoption and future AI investments by sector","caption_or_source","IND_NAIS_2018"
21,1,523,1,"Source:","caption_or_source","IND_NAIS_2018"
21,1,801,1,"21","page_number","IND_NAIS_2018"
22,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
22,1,774,9,"6 BCG “AI in the Factory of the Future”","footnote_small_type","IND_NAIS_2018"
22,1,787,15,"7 McKinsey Global Institute “Notes From The AI Frontier: Insights From Hundreds Of Use Cases”","footnote_small_type","IND_NAIS_2018"
22,1,801,1,"22","page_number","IND_NAIS_2018"
24,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
24,1,447,7,"Figure 7: Accessibility of Healthcare across India","caption_or_source","IND_NAIS_2018"
24,1,654,1,"Source:","caption_or_source","IND_NAIS_2018"
24,1,758,3,"8 FICCI-KPMG study","footnote_small_type","IND_NAIS_2018"
24,1,772,5,"9 WHO website, PwC analysis","footnote_small_type","IND_NAIS_2018"
24,1,801,1,"24","page_number","IND_NAIS_2018"
25,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
25,1,201,13,"Box 2: What TMH’s Cancer heat map tells us about the availability of","caption_or_source","IND_NAIS_2018"
25,1,311,8,"Figure 8: Geographic location of TMH cancer patients","caption_or_source","IND_NAIS_2018"
25,1,713,4,"Credit: Tata Memorial Centre","footnote_small_type","IND_NAIS_2018"
25,1,801,1,"25","page_number","IND_NAIS_2018"
26,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
26,1,326,10,"Box 3: Government of India’s push for Universal Healthcare Coverage","caption_or_source","IND_NAIS_2018"
26,1,772,6,"10 National Health Policy 2015 Draft","footnote_small_type","IND_NAIS_2018"
26,1,801,1,"26","page_number","IND_NAIS_2018"
27,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
27,1,211,5,"Figure 9: Features of HWC","caption_or_source","IND_NAIS_2018"
27,1,234,7,"1 Care in pregnancy 7 Common ophthalmic","footnote_small_type","IND_NAIS_2018"
27,1,259,9,"2 Neonatal, infant health 8 Out-patient care for acute","footnote_small_type","IND_NAIS_2018"
27,1,285,10,"3 Childhood and primary health care 9 Basic oral healthcare","footnote_small_type","IND_NAIS_2018"
27,1,310,7,"4 Family planning / 10 Manageable emergency","footnote_small_type","IND_NAIS_2018"
27,1,335,7,"5 Communicable diseases 11 Screening / management","footnote_small_type","IND_NAIS_2018"
27,1,360,11,"6 Screening, prevention basic services, and payment 12 Elderly and palliative","footnote_small_type","IND_NAIS_2018"
27,1,801,1,"27","page_number","IND_NAIS_2018"
28,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
28,1,214,9,"Figure 10: Potential use cases of AI in Healthcare","caption_or_source","IND_NAIS_2018"
28,1,337,1,"Source:","caption_or_source","IND_NAIS_2018"
28,1,611,7,"Box 4: AI for India’s cancer woes","caption_or_source","IND_NAIS_2018"
28,1,762,19,"11 Frost & Sullivan, “From $600 M to $6 Billion, Artificial Intelligence Systems Poised for Dramatic Market Expansion in","footnote_small_type","IND_NAIS_2018"
28,1,772,1,"Healthcare”","footnote_small_type","IND_NAIS_2018"
28,1,801,1,"28","page_number","IND_NAIS_2018"
29,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
29,1,801,1,"29","page_number","IND_NAIS_2018"
30,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
30,1,533,8,"Figure 11: Comparison of yield and water footprint","caption_or_source","IND_NAIS_2018"
30,1,634,1,"Source:","caption_or_source","IND_NAIS_2018"
30,1,695,1,"2010","page_number","IND_NAIS_2018"
30,1,772,4,"12 Economic Survey 2018","footnote_small_type","IND_NAIS_2018"
30,1,801,1,"30","page_number","IND_NAIS_2018"
31,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
31,1,145,4,"over the years. 14","toc_line","IND_NAIS_2018"
31,1,187,4,"Figure 12: Income disparity","caption_or_source","IND_NAIS_2018"
31,1,329,1,"Source:","caption_or_source","IND_NAIS_2018"
31,1,520,7,"Figure 13: Agri-Commodity value chain in India","caption_or_source","IND_NAIS_2018"
31,1,758,6,"13 Doubling Farmers Income Committee Estimates","footnote_small_type","IND_NAIS_2018"
31,1,772,17,"14 Chand, R., R. Saxena and S. Rana; Estimates and analysis of farm income in India (2015)","footnote_small_type","IND_NAIS_2018"
31,1,801,1,"31","page_number","IND_NAIS_2018"
32,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
32,1,375,9,"Figure 14: Ecosystem crucial for benefits of Precision Agriculture","caption_or_source","IND_NAIS_2018"
32,1,594,1,"Source:","caption_or_source","IND_NAIS_2018"
32,1,745,2,"15 MarketsAndMarkets","footnote_small_type","IND_NAIS_2018"
32,1,758,13,"16 Forbes.com “For India's Farmers It's Agtech Startups, Not Government, That Is Key”","footnote_small_type","IND_NAIS_2018"
32,1,772,2,"17 Agfunder.com","footnote_small_type","IND_NAIS_2018"
32,1,801,1,"32","page_number","IND_NAIS_2018"
33,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
33,1,245,6,"Box 5: Application for soil care","caption_or_source","IND_NAIS_2018"
33,1,646,5,"Box 6: AI sowing app","caption_or_source","IND_NAIS_2018"
33,1,801,1,"33","page_number","IND_NAIS_2018"
34,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
34,1,200,6,"Box 7: AI for herbicide optimisation","caption_or_source","IND_NAIS_2018"
34,1,442,6,"Box 8: AI for Precision Farming","caption_or_source","IND_NAIS_2018"
34,1,772,4,"18 DFI Committee Report","footnote_small_type","IND_NAIS_2018"
34,1,801,1,"34","page_number","IND_NAIS_2018"
35,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
35,1,801,1,"35","page_number","IND_NAIS_2018"
36,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
36,1,758,8,"19 Cross Square Foundation, Ed Tech Adoption Survey","footnote_small_type","IND_NAIS_2018"
36,1,772,4,"20 Economic Survey, 2016-17","footnote_small_type","IND_NAIS_2018"
36,1,801,1,"36","page_number","IND_NAIS_2018"
37,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
37,1,409,8,"Box 9: Creating ‘smart content’ for improved interactivity","caption_or_source","IND_NAIS_2018"
37,1,801,1,"37","page_number","IND_NAIS_2018"
38,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
38,1,99,11,"Box 10: Microsoft is helping in predicting drop outs in Andhra","caption_or_source","IND_NAIS_2018"
38,1,519,5,"Box 11: WriteToLearn by Pearson","caption_or_source","IND_NAIS_2018"
38,1,801,1,"38","page_number","IND_NAIS_2018"
39,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
39,1,732,3,"21 Census 2011","footnote_small_type","IND_NAIS_2018"
39,1,745,9,"22 LiveMint: “How much of India is actually urban?”","footnote_small_type","IND_NAIS_2018"
39,1,758,13,"23 LiveMint: “60% of India’s population to live in cities by 2050: government”","footnote_small_type","IND_NAIS_2018"
39,1,772,2,"24 Smartcities.gov.in","footnote_small_type","IND_NAIS_2018"
39,1,801,1,"39","page_number","IND_NAIS_2018"
40,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
40,1,801,1,"40","page_number","IND_NAIS_2018"
41,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
41,1,418,9,"Figure 15: Total registered motor vehicles per 1,000 population","caption_or_source","IND_NAIS_2018"
41,1,772,9,"25 NTDPC, India Transport Report: Moving India to 2032","footnote_small_type","IND_NAIS_2018"
41,1,801,1,"41","page_number","IND_NAIS_2018"
42,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
42,1,119,10,"Figure 16: Projected cost of congestion (USD million / year)","caption_or_source","IND_NAIS_2018"
42,1,301,1,"Source:","caption_or_source","IND_NAIS_2018"
42,1,801,1,"42","page_number","IND_NAIS_2018"
43,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
43,1,97,10,"Figure 17: Total numbers of public buses per 1,000 population","caption_or_source","IND_NAIS_2018"
43,1,274,1,"Source:","caption_or_source","IND_NAIS_2018"
43,1,801,1,"43","page_number","IND_NAIS_2018"
44,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
44,1,801,1,"44","page_number","IND_NAIS_2018"
45,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
45,1,128,5,"Box 12: Effect on R&D","caption_or_source","IND_NAIS_2018"
45,1,801,1,"45","page_number","IND_NAIS_2018"
46,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
46,1,801,1,"46","page_number","IND_NAIS_2018"
48,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
48,1,801,1,"48","page_number","IND_NAIS_2018"
49,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
49,1,801,1,"49","page_number","IND_NAIS_2018"
50,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
50,1,772,4,"26 World Economic Forum","footnote_small_type","IND_NAIS_2018"
50,1,801,1,"50","page_number","IND_NAIS_2018"
51,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
51,1,97,10,"Figure 18: Citable documents in Artificial Intelligence (2010 - 2016)","caption_or_source","IND_NAIS_2018"
51,1,195,1,"Source:","caption_or_source","IND_NAIS_2018"
51,1,333,10,"Figure 19: H Index for Artificial Intelligence (1996 - 2016)","caption_or_source","IND_NAIS_2018"
51,1,431,1,"Source:","caption_or_source","IND_NAIS_2018"
51,1,758,9,"27 Neel Shah: “Research trends of AI in India”","footnote_small_type","IND_NAIS_2018"
51,1,772,9,"28 Neel Shah: “Research trends of AI in India”","footnote_small_type","IND_NAIS_2018"
51,1,801,1,"51","page_number","IND_NAIS_2018"
52,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
52,1,99,13,"Box 13: What India can learn from other economies in terms of AI","caption_or_source","IND_NAIS_2018"
52,1,801,1,"52","page_number","IND_NAIS_2018"
53,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
53,1,195,11,"Source: Realising the economic and societal potential of responsible AI, Accenture","caption_or_source","IND_NAIS_2018"
53,1,772,7,"29 Scimago Journal and Country Rank (SJR)","footnote_small_type","IND_NAIS_2018"
53,1,801,1,"53","page_number","IND_NAIS_2018"
54,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
54,1,801,1,"54","page_number","IND_NAIS_2018"
55,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
55,1,97,8,"Figure 20: Proposed integration of COREs and ICTAIs","caption_or_source","IND_NAIS_2018"
55,1,801,1,"55","page_number","IND_NAIS_2018"
56,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
56,1,801,1,"56","page_number","IND_NAIS_2018"
57,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
57,1,801,1,"57","page_number","IND_NAIS_2018"
