"unit_id","doc_id","jurisdiction","section_path","page_start","word_count","T1_surveillance","T2_executive","T3_infocontrol","T4_civilrights","T5_economic","T6_geopolitical","binding_status","confidence_level","flag_reason","justification"
"IND_NAIS_2018_SMARTMOB_MORTH_P44_44","IND_NAIS_2018","India","Smart Mobility and Transportation > MORTH",44,307,2,0,0,0,2,0,"proposed","Moderate","Polysemic Uncertainty","""Through the use of an intelligent traffic management system including sensors, CCTV cameras, automatic number plate recognition cameras, speed detection cameras... and stop line violation detection systems and the use of AI, real time dynamic decisions on traffic flows such as lane monitoring, access to exits, toll pricing... enforcing traffic regulations through smart ticketing etc. can be made"", with accident heat maps built from ""driver behaviour at specific locations"". Number-plate recognition, speed and violation detection identify vehicles and their drivers and issue penalties automatically: the purpose is enforcement, which the Theme 1 purpose test squarely covers, and the mechanism is specified in enough operational detail to exceed the ""named without a programme"" level (T1=2). Intelligent traffic management is simultaneously funded transport infrastructure (T5=2). Confidence is Moderate because the unit presents the system as what ""can be made"" rather than as a funded deployment; flagged on the mandatory T1 trigger."
"IND_NAIS_2018_WAYFORWA_RECOMM_P46_48","IND_NAIS_2018","India","Way Forward to Harness the Power of AI > Recommendations",46,351,0,0,0,0,2,1,"proposed","High","Missing Operational Context","The unit closes the challenge analysis and opens the recommendations: ""these recommendations have been formulated as fundamentally infrastructural in nature, and hence span across sectoral use cases"", requiring ""large scale transformational interventions, primarily led by the government, with private sector prov[iding]"" support (T5=2: a programme of infrastructural interventions with a defined state-led delivery model, still at recommendation stage). ""A desire to assume leadership in this nascent technology"" is competitiveness framing (T6=1). At 351 words the unit is one word over the ceiling and is flagged."
"IND_NAIS_2018_RESEARCH_INCENT_P50_50","IND_NAIS_2018","India","Research > Incentivising Core and Applied research in AI",50,362,0,0,0,0,1,1,"proposed","High","Missing Operational Context","A diagnosis of India's research position: ""India produced a whopping 2.6 million STEM graduates in 2016, second only to China and more than 4 times the graduates produced by USA"", yet ""India sees itself lagging considerably in producing world-class research and innovation in most technology fields, more so in AI"" (T5=1: capacity analysis with no instrument or programme committed here). The comparison with China and the USA is competitiveness framing (T6=1). At 362 words the unit exceeds the ceiling and is flagged."
"IND_NAIS_2018_1WORKFOR_SAMASO_P69_69","IND_NAIS_2018","India","1. Workforce > Samasource quotes its top objective as ‘creating technology jobs for the impoverished while delivering",69,164,0,0,0,0,2,0,"proposed","High","Conflicting Statutory Mandates","""It is thus suggested that co-funded models between the government and companies be explored"", with incentives that ""could include payroll taxes which are dedicated to subsidising training opportunities, income tax deductions for companies participating in reskilling initiatives, special taxes to be paid if a minimum training budget is not disbursed, as well as public grants"" (T5=2). The special-tax option places an addressee -- employers -- under a fiscal consequence for failing to meet a minimum training budget, which would be a coercive industrial mandate; but it is offered as one item in a list of options to be ""explored"", with no rate, threshold or enacting vehicle specified, so the instrument condition of the Score-3 Evidence Test fails. Two of three conditions are met, Theme 5 is capped at 2, and the unit is flagged per codebook 2.2."
"IND_NAIS_2018_ACCELERA_AIACRO_P74_74","IND_NAIS_2018","India","Accelerating Adoption > AI across the value chain",74,196,0,0,0,2,2,0,"proposed","High","Conflicting Statutory Mandates","""There is no mechanism currently to ensure that appropriate permissions are taken from the actual data owners before data custodians share the data"", and under the proposed formal marketplace ""it would become necessary for firms to take consent of individuals getting imaged to aggregate and sell their data. This could create mechanisms through which individuals are ultimately compensated"" (T4=2). An addressee (data custodians and firms) and an instrument (the proposed formal marketplace with consent conditions) are present, but no penalty, audit or exclusion attaches to non-compliance, so two of the three Score-3 conditions are met, Theme 4 is capped at 2, and the unit is flagged per codebook 2.2. Recommendation 2 on ""facilitating creation of large foundational annotated data sets"" supplies the economic mechanism (T5=2)."
"IND_NAIS_2018_ACCELERA_AIACRO_P79_80","IND_NAIS_2018","India","Accelerating Adoption > AI across the value chain",79,334,0,0,0,2,2,0,"proposed","High","Polysemic Uncertainty","""The process of exchange, with enforced provisions of privacy and anonymisation, brings a market determined value to data and thus forces the existing informal data exchange economy, without any privacy protection, to move towards a formal economy"", and ""the government can establish a committee of experts, researchers, AI developers and regulators to create the standards the data marketplace will adhere by"" -- proposed institutional privacy governance with a named standard-setting body including regulators, which is the T4=2 anchor. The exchange itself is the economic mechanism (T5=2). The Ocean Protocol blockchain curation model is cited as a design precedent."
"IND_NAIS_2018_ACCELERA_PLATFO_P83_83","IND_NAIS_2018","India","Accelerating Adoption > AI across the value chain > Platforms such as Amazon’s MTurks, Figure-Eight (previously known as CrowdFlower) or ClickWorker",83,183,2,0,1,0,2,0,"proposed","Moderate","Polysemic Uncertainty","The demand-side use case list for the National AI Marketplace opens with ""traffic authorities and police: real-time object detection in CCTV video feeds, face detection and object tracking, number plate detection"" -- facial recognition, person tracking and number-plate identification specified as procurement categories for police, whose object is unambiguously people and whose purpose is enforcement. The mechanism is named with operational specificity and attributed to a named class of state user, which takes it past the ""named without a programme"" level to T1=2, though no budget or deployment is attached. ""All India Radio and Prasar Bharti: speech-to-text services for transcription and analysis"" and document sentiment analysis place state broadcast and document content under automated analysis without any obligation on any party (T3=1). Agriculture, freight and citizen chatbots supply the economic baseline (T5=2). Confidence is Moderate because the list is a procurement demand signal rather than a funded programme; flagged on the mandatory T1 trigger."
"IND_NAIS_2018_ACCELERA_PLATFO_P84_84","IND_NAIS_2018","India","Accelerating Adoption > AI across the value chain > Platforms such as Amazon’s MTurks, Figure-Eight (previously known as CrowdFlower) or ClickWorker",84,181,0,0,0,2,2,0,"proposed","High","Polysemic Uncertainty","""Instead of attempting to build such marketplaces, which it is not equipped to do so, the government should come out with enabling regulations... These would include regulations and standard permissions for any personal data being sold, standards for anonymisation, standards for ensuring annotation accuracy, and cybersecurity standards for the module dealing with deployable models"" -- a proposed regulatory framework governing the sale of personal data with named components, which is the T4=2 anchor for a published framework short of enumerated obligations and penalties. ""It is proposed that a decentralised data marketplace based on distributed ledger technology be set up"" and the government may ""build the NAIM platform where all relevant stakeholders can sign up"" (T5=2)."
"IND_NAIS_2018_INTELLIG_TOWARD_P85_85","IND_NAIS_2018","India","Intelligence > Towards a “Responsible AI”",85,356,0,0,0,1,1,0,"proposed","High","Missing Operational Context","The chapter opening frames the problem: ""any strategy document on promoting AI, necessarily needs to be conscious of the probable factors of the AI ecosystem that may undermine ethical conduct, impinge on one's privacy and undermine the security protocol"", distinguishing ethics (bias propagation), privacy (""collection and inappropriate use of data for personal discrimination"") and security (accountability) (T4=1: an issue statement with no framework, body or obligation proposed in this unit). At 356 words the unit exceeds the ceiling and is flagged."
"IND_NAIS_2018_INTELLIG_GDPRON_P88_88","IND_NAIS_2018","India","Intelligence > Towards a “Responsible AI” > GDPR on administrative decisions. India’s privacy protection regime will have to be continually",88,345,0,0,0,2,1,1,"proposed","High","Missing Operational Context","""India should collaborate on areas of research like Differential Privacy, Privacy by Design, Safety-Critical AI and Multi-Party Computations which enable protection of privacy despite data sharing at a wide scale"" is a funded-research direction for privacy technology (T4=2, alongside the awareness commitment). ""Privacy has been termed as a fundamental right by the Supreme Court of India"" cites a binding constitutional holding but describes none of its content or consequences, so under codebook 8.2 the unit is flagged for missing operational context and Theme 4 is not lifted by an instrument the text does not describe. The research collaboration is both economic capacity (T5=1) and international engagement (T6=1). At 345 words the unit sits inside the ceiling."
"IND_NAIS_2018_INTELLIG_GDPRON_P88_88_2","IND_NAIS_2018","India","Intelligence > Towards a “Responsible AI” > GDPR on administrative decisions. India’s privacy protection regime will have to be continually",88,341,0,0,0,2,1,0,"proposed","High","Conflicting Statutory Mandates","""One possible framework that can be mooted involves the following components: a. Negligence test for damages caused by AI software, as opposed to strict liability. This involves self-regulation by the stakeholders by conducting damage impact assessment at every stage of development of an AI model. b. As an extension of the negligence test, safe harbours need to be formulated to insulate or limit liability"". An addressee (AI developers) and a consequence (civil liability under a negligence standard, with impact assessment at every development stage) are both present, but the instrument is explicitly ""mooted"" with no legislative vehicle, so two of the three Score-3 conditions are met, Theme 4 is capped at 2, and the unit is flagged. Note that the proposed direction limits rather than expands liability. At 341 words the unit sits inside the ceiling."
"IND_NAIS_2018_ACTIONSF_P91_91","IND_NAIS_2018","India","Actions for the Government",91,424,0,0,0,0,2,0,"proposed","High","Missing Operational Context","The summary table of government actions opens with research: ""identify academic institutions, provide fiscal support to establish COREs focusing on core technology research in AI"" and ""institute National AI Fellowships to retain outgoing PhD students and attract researchers"", with the role of government defined as ""a facilitator, an active promoter and wherever required, of an owner"" (T5=2: named instruments with a defined state role). At 424 words the unit exceeds the ceiling and is flagged; it is a table rendered as prose, which is why it runs long."
"IND_NAIS_2018_1DATAMAR_CAPITA_P93_94","IND_NAIS_2018","India","1. Data marketplace > Capital Collaboration capital to implement “AI+X” paradigm.",93,246,0,0,0,2,2,0,"proposed","High","Polysemic Uncertainty","""Set up a consortium of Ethics Councils at each CORE and ICTAI to define the standard practices and monitor their adoption"", ""address and implement data protection legal framework, which protects human rights and privacy without stifling innovation in India"", and ""collaborate with industry to come out with sector specific guidelines on privacy, security and ethics - on manufacturing, financial services, identity, telecommunication, robotics"" -- named governance bodies with a monitoring function plus a proposed statutory framework and sectoral guidelines, which is the T4=2 anchor. ""Establish incubation hubs and venture funds specifically for AI startups in collaboration with State Governments"" is the economic instrument (T5=2)."
"IND_NAIS_2018_APPENDIX_AKEYEN_P111_111","IND_NAIS_2018","India","Appendix III: Data Ecosystem > A key enabler",111,301,2,0,0,2,2,0,"proposed","Moderate","Polysemic Uncertainty","""Corporates based in India may be mandated to share their data for social good. For example, sharing transportation pattern of individuals / mass transits, collected by service providers and aggregators, can help the city planners help in planning routes, predicting and managing traffic."" A compulsory transfer of individual movement traces from private aggregators to the state engages Theme 1 directly: the Theme 1 boundary clarification holds that movement analytics remains Theme 1 even under an urban-planning framing (T1=2). The same proposal is a data-sharing mandate on a class of firms, but the instrument is unspecified -- ""may be mandated"" with no vehicle, threshold or penalty -- so two of the three Score-3 conditions are met and Theme 5 is capped at 2 and flagged. ""Upon proper and informed consent from the citizens, these anonymised data may be shared"" proposes consent and anonymisation as the safeguard (T4=2). Confidence is Moderate because the mandate is raised as a possibility rather than designed."
"SGP_NAIS_2019_EXECUTIV_NATION_P05_05","SGP_NAIS_2019","Singapore","EXECUTIVE SUMMARY > National AI Projects",5,153,2,0,0,0,2,0,"directed","High","Polysemic Uncertainty","""We will embark on an initial tranche of 5 National AI Projects"" is a committed programme that will ""guide investment in AI research"" and Singapore's digital infrastructure buildout (T5=2). One of the five is ""Border Clearance Operations -- to strengthen border security while improving traveller experience"": a funded national programme of automated screening at the border whose object is travellers, which is the T1=2 anchor. Chronic Disease Prediction and Personalised Education also score individuals, but their stated purpose is delivering care and instruction to the person scored rather than security, enforcement or control, so under the Theme 1 purpose test they are Theme 5 sectoral deployment. Flagged on the mandatory T1 trigger."
"SGP_NAIS_2019_5BORDERC_HOWDOW_P18_18","SGP_NAIS_2019","Singapore","5. BORDER CLEARANCE > OPERATIONS > Challenge Objective > How do we continue to strengthen 100% automated immigration",18,175,2,0,0,0,1,0,"directed","High","Polysemic Uncertainty","""We aim to deploy AI to achieve 100% automated immigration clearance for all travellers, including first-time social visitors"", with clearance ""without the need to present their passports"", is a committed national programme of automated identification and screening at the border whose object is travellers, which is the T1=2 anchor for automated border biometric screening. The framing is explicitly security-driven -- ""how do we continue to strengthen border security"", ""the heightened security climate"" -- so the Theme 1 purpose test is satisfied. Tourism, business travel and ""our tightening resident labour force"" supply the economic baseline (T5=1). Flagged on the mandatory T1 trigger."
"SGP_NAIS_2019_5BORDERC_OURFIR_P18_18","SGP_NAIS_2019","Singapore","5. BORDER CLEARANCE > OPERATIONS > Our First Steps",18,172,2,0,0,0,1,0,"directed","High","Polysemic Uncertainty","""Singapore will explore using AI to assist immigration officers in evaluating the risk profile of travellers before they arrive at our checkpoints, and to tier the level of security screening accordingly. To enable this, we will collect and analyse data from various sources, including the Singapore Arrival Cards submitted by travellers and advance passenger information from airlines"" is predictive risk-scoring of identified individuals, built on aggregated state and commercial data, for the purpose of determining how intensively each person is screened (T1=2). The consequence attaches to the traveller rather than to an addressee under legal obligation, and no penalty or statutory override is created, so the Score-3 Evidence Test is not met. Traveller experience and immigration officer productivity are the supporting baseline (T5=1)."
"SGP_NAIS_2019_5BORDERC_SINGTE_P24_24","SGP_NAIS_2019","Singapore","5. BORDER CLEARANCE > TRIPLE HELIX PARTNERSHIP > Singtel-NTU AI Lab",24,197,2,0,0,0,2,0,"enacted","Moderate","Polysemic Uncertainty","""Singtel has partnered with NTU and the National Research Foundation (NRF) to establish the Singtel Cognitive and Artificial Intelligence Lab for Enterprises (SCALE@NTU)"" is a funded, operating public-private research lab (T5=2, enacted). Its stated application areas lead with ""public safety"", and the described work includes ""multimodal sensation with vision and speech intelligence to understand customer behaviour and emotion"" and ""edge intelligence through visual and video analytics for a safer and more effective workplace"", pursued ""in various Proof of Concepts"" -- video and affect analytics whose object is people, developed with state research funding for safety and security purposes, which is the T1=2 anchor for a funded pilot. Confidence is Moderate because the deployment context is commercial and the public-safety application is named rather than described; flagged on the mandatory T1 trigger."
"SGP_NAIS_2019_5BORDERC_IMDASU_P24_24","SGP_NAIS_2019","Singapore","5. BORDER CLEARANCE > TRIPLE HELIX PARTNERSHIP > IMDA-SUTD Partnership in Smart Estates",24,147,2,0,0,0,2,0,"enacted","High","Polysemic Uncertainty","""There are already ongoing trials to use AI to improve estate management"", and the second listed trial is ""automated surveillance monitoring and detection of safety and security"" -- an operating municipal surveillance pilot within a named IMDA-SUTD-industry collaboration, which is the T1=2 anchor. The Theme 1 boundary clarification is decisive here: the programme is framed as Smart Estates management, but automated surveillance of safety and security in inhabited estates observes people, so it does not pass to Theme 5. Energy and utility management, fault detection and predictive maintenance in the same list observe building plant and are Theme 5, alongside the funded research-industry-Government collaboration itself (T5=2)."
"SGP_NAIS_2019_5BORDERC_FROM10_P26_26","SGP_NAIS_2019","Singapore","5. BORDER CLEARANCE > TRIPLE HELIX PARTNERSHIP > From 100 Experiments to Scaling Startups",26,253,0,2,0,1,2,0,"enacted","High","Polysemic Uncertainty","IMDA's Digital Services Lab, the National Speech Corpus and the Intelligent Sensing Toolbox, and the AI Singapore-KroniKare wound-assessment system now ""deployed... in St Andrew's Community Hospital and a nursing home at Kwong Wai Shiu Hospital"", are funded, operating capacity (T5=2, enacted). ""The device underwent HSA's priority review scheme to obtain regulatory approval"" is an expedited regulatory pathway operated by the Health Sciences Authority -- an institutional fast-track that shortens review without suspending or overriding it, which is the T2=2 anchor. HSA ""provided scientific and regulatory advice"" and granted approval, a safety-regulatory guardrail described without any penalty or right of action (T4=1). The wound scanner analyses patients for their own treatment, so the Theme 1 purpose test is not met."
"SGP_NAIS_2019_5BORDERC_PUNGGO_P27_27","SGP_NAIS_2019","Singapore","5. BORDER CLEARANCE > TRIPLE HELIX PARTNERSHIP > Punggol Digital District (PDD)",27,170,2,2,0,0,2,0,"directed","Moderate","Polysemic Uncertainty","""Singapore's regulators will work with companies to facilitate the deployment and testing of new ideas through AI innovation testbeds"" is a regulator-run testbed that relaxes deployment friction for enrolled participants, which is the T2=2 anchor. Punggol Digital District is ""a greenfield project developed and masterplanned by JTC Corporation"" -- a committed, funded state development (T5=2). Its Open Digital Platform ""will integrate various technology verticals including facilities management systems, district cooling system, autonomous goods delivery systems, and security systems"", and the resulting data lets ""district managers... provide personalised and anticipatory services"" to the people living and working there: an integrated district-wide platform combining security systems with resident activity data, which under the Theme 1 boundary clarification is Theme 1 despite the smart-district framing (T1=2). Confidence is Moderate because ""security systems"" is named without operational detail; flagged on the mandatory T1 trigger."
"SGP_NAIS_2019_3WHYDIDY_KEYTHR_P30_31","SGP_NAIS_2019","Singapore","3. Why did you choose an industry post-graduate > Key Thrust 2.3 Attract top-tier global AI talent",30,251,0,2,0,2,2,1,"enacted","High","Polysemic Uncertainty","""The Economic Development Board (EDB) and Enterprise Singapore (ESG) will pilot a programme with fast-growing technology companies to facilitate Employment Pass applications for their core team members"" is an expedited administrative pathway for a defined class of firms -- a fast-track that eases a requirement without suspending it, which is the T2=2 anchor -- and it is also talent and industrial capacity (T5=2). ""IMDA has published the Trusted Data Sharing Framework... The Framework articulates the key legal, regulatory, and technical considerations and safeguards... and provides sample legal clauses and templates"" is a published institutional data-governance instrument in force but voluntary (T4=2, enacted). ""AI algorithms trained on Singapore's population could potentially be scalable across Asia"" is export framing (T6=1). Curating ""rich, cross-sectoral datasets"" via ""our unique common identifiers"" aggregates population data, but for research and economic development rather than for security, enforcement or control, so the Theme 1 purpose test is not met."
"SGP_NAIS_2019_3WHYDIDY_GOVERN_P32_32","SGP_NAIS_2019","Singapore","3. Why did you choose an industry post-graduate > Government Data Architecture (GDA)",32,287,2,0,0,1,2,0,"enacted","Moderate","Polysemic Uncertainty","The Government Data Architecture is operating: launched in June 2018, ""operationalised in phases, beginning from Oct 2019"", with Single Sources of Truth assigned, Vault.Gov.SG and Analytics.Gov.SG built, and secure data sharing between agencies ""within 7 working days"" (T5=2, enacted). Its core data assets are organised ""around four Trusted Centres (Individuals, Businesses, Geospatial, and Sensors), which are tasked with fusing and distributing these datasets"": a named, resourced, government-wide capability for fusing person-level data across agencies for ""policy, planning, operations, and service delivery"", which is data aggregation directed at individuals under the Theme 1 scope and reaches the T1=2 anchor for a named centre with allocated resources. ""Protect the identity of individuals while leveraging analytics"" is a stated technical safeguard without an audit, right or penalty (T4=1). Confidence is Moderate because the stated purposes are administrative rather than security-related; flagged for adjudication."
"SGP_NAIS_2019_3WHYDIDY_KEYTHR_P32_33","SGP_NAIS_2019","Singapore","3. Why did you choose an industry post-graduate > TRUSTED ENVIRONMENT > Key Thrust 4.1 Establish citizens’ trust on the responsible use of AI",32,316,0,1,0,2,2,0,"enacted","High","Polysemic Uncertainty","""Singapore has established an industry-led Advisory Council on the Ethical Use of AI and Data"" and ""in January 2019, Singapore published Asia's first Model AI Governance Framework"", with commitments to sector-specific frameworks, codes of practice, assessment guides, and ""training and certification in AI ethics and governance... overseen by Singapore Computer Society's newly formed AI Ethics and Governance Steering Committee"" -- a standing council plus published frameworks and certification, which is the T4=2 anchor and is in force, though advisory throughout. Curating ""technical solutions that enable explainable AI that industry can use"" and university study of systemic risks are funded capacity (T5=2). ""Strike the right balance between fostering technology and business innovation, while safeguarding citizens' interests"" states regulatory posture with no exemption named (T2=1)."
"SGP_NAIS_2019_3WHYDIDY_KEYTHR_P33_33","SGP_NAIS_2019","Singapore","3. Why did you choose an industry post-graduate > TRUSTED ENVIRONMENT > Key Thrust 4.1 Establish citizens’ trust on the responsible use of AI",33,156,0,0,0,1,2,2,"enacted","High","Polysemic Uncertainty","""Singapore has been invited to take part in influential international fora such as the Organisation for Economic Co-operation and Development (OECD) Expert Group on AI and the European Commission's High-Level Expert Group on AI"", won the WSIS Prize in 2019 and presented at the Paris Peace Forum -- participation in named international governance bodies, in force (T6=2, enacted). SMU's Centre for AI and Data Governance and the SUTD-Live with AI-DataRobot research collaboration are funded research capacity (T5=2). Their governance subject matter is research rather than an instrument, audit or right (T4=1)."
"SGP_NAIS_2019_3WHYDIDY_VERITA_P34_34","SGP_NAIS_2019","Singapore","3. Why did you choose an industry post-graduate > TRUSTED ENVIRONMENT > Veritas – an implementation framework for AI governance in the",34,239,0,0,0,2,2,1,"enacted","High","Conflicting Statutory Mandates","""The Monetary Authority of Singapore (MAS) worked with the financial industry to co-create a set of principles"" -- Fairness, Ethics, Accountability and Transparency -- ""released in 2018"", and ""the principles have established a standard across the financial sector in Singapore"". Instrument (the FEAT principles issued by the sector's regulator) and addressee (financial institutions) are both present, but the unit attaches no penalty, licensing consequence or compliance audit, so two of the three Score-3 conditions are met and Theme 4 is capped at 2 and flagged. Veritas, ""a standardised modular implementation framework"" comprising ""tools for institutions to validate their models against the FEAT principles"", is funded institutional capacity aimed explicitly at accelerating adoption (T5=2). ""Various jurisdictions have adopted similar principles"" and ""the world's first framework"" is norm-export framing (T6=1)."
"SGP_NAIS_2019_4AUTOMAT_KEYTHR_P35_35","SGP_NAIS_2019","Singapore","4. Automation Needs You to Think More about > Key Thrust 4.2 Provide a top-class IP regime and accelerated patent initiatives",35,187,0,2,0,0,2,2,"enacted","High","Polysemic Uncertainty","""IPOS has also introduced the Accelerated Initiative for Artificial Intelligence (AI2), the world's fastest patent-acceleration programme that grants applicants an AI patent within six months"" is an operating administrative fast-track that compresses an otherwise-applicable examination process for a defined class of applications, which is the T2=2 anchor; the commitment to ""review Singapore's IP legislation to ensure that our laws support the development and commercialisation of new AI technologies"" reinforces the deregulatory direction without naming an override. IPOS International and the IP regime as industrial support are funded capacity (T5=2). ""A new ASPEC-AIM... initiative by the ASEAN IP offices also allows applicants to fast-track patent applications"" is a formalised cross-border programme (T6=2)."
"SGP_NAIS_2019_4AUTOMAT_ALIBAB_P36_36","SGP_NAIS_2019","Singapore","4. Automation Needs You to Think More about > Alibaba granted AI patent within three months",36,189,0,2,0,0,2,1,"enacted","High","Polysemic Uncertainty","The Alibaba case documents the AI2 fast-track in operation: the application ""was eligible for fast-track examination"" and led to ""the expedited grant of the patent within three months"" (T2=2, enacted -- an accelerated administrative pathway, not an override of the examination itself). IPOS's application portal and the acceleration scheme are industrial-support infrastructure (T5=2). ""Singapore plays a pivotal role as it facilitates our entry into markets of our interest rapidly"" is market-access framing quoted from the applicant, with no state control mechanism (T6=1)."
"SGP_NAIS_2019_4AUTOMAT_COLLAB_P37_37","SGP_NAIS_2019","Singapore","4. Automation Needs You to Think More about > INTERNATIONAL COLLABORATION > Collaboration with the WEF on the Model AI Governance Framework",37,123,0,0,0,2,0,2,"enacted","High","Polysemic Uncertainty","""Singapore collaborated with the WEF Centre for the Fourth Industrial Revolution (C4IR) to enhance the Model AI Governance Framework and to promote its adoption"", with C4IR ""conducting industry workshops in San Francisco to solicit input"" -- an operating collaboration with a named international body (T6=2, enacted). The output ""will be incorporated into the Model AI Governance Framework"", maintaining a published institutional governance instrument (T4=2). The Framework provides ""useful examples and practices on responsible use of AI"" with no obligation or penalty, so it does not reach 3, and no domestic funding or capacity mechanism appears (T5=0)."
"SGP_NAIS_2019_4AUTOMAT_INTERN_P37_37","SGP_NAIS_2019","Singapore","4. Automation Needs You to Think More about > INTERNATIONAL COLLABORATION > International Collaboration in AI research by AI Singapore",37,175,0,0,0,1,2,2,"enacted","High","Polysemic Uncertainty","""In July 2018, AI Singapore, the French Institute for Research in Computer Science and Automation (INRIA), the French National Centre for Scientific Research (CNRS), and the French Institute of Health and Medical Research (INSERM) signed a Memorandum of Understanding on research collaboration in five focus areas"" -- a signed, formalised bilateral R&D instrument in force (T6=2, enacted), which is also funded research capacity (T5=2). Two of the five focus areas are ""Explainable AI"" and ""Privacy, Trust and Accountability in AI and Data Sharing"", named as research subjects rather than as obligations (T4=1)."
"SGP_NAIS2_2023_INTRODUC_INTROD_P09_09","SGP_NAIS2_2023","Singapore","Introduction > INTRODUCTION | 7",9,127,1,0,0,2,2,0,"enacted","High","Polysemic Uncertainty","""We have committed more than S$500 million through AI Singapore (AISG) under the Research, Innovation and Enterprise (RIE) 2020 and 2025 plans"" is a named, funded, operating programme (T5=2, binding_status enacted). The Model AI Governance Framework (2019) and AI Verify, ""an AI governance testing framework and software toolkit"", are institutional testing toolkits, which is the T4=2 anchor precisely; they are voluntary and open source, so they do not reach 3. ""National AI Projects in areas like Education, Healthcare, and Safety and Security"" names a security domain without describing any programme, budget or target, so Theme 1 registers only at 1."
"SGP_NAIS2_2023_INTRODUC_8INTRO_P10_10","SGP_NAIS2_2023","Singapore","Introduction > 8 | INTRODUCTION",10,173,2,0,1,1,2,2,"enacted","Moderate","Polysemic Uncertainty","""We also use AI to support immigration and customs clearance"" describes an operating system that screens travellers -- individuals -- at the national border, which is the T1=2 anchor for automated border screening in operation (binding_status enacted). Adaptive learning systems in schools, chronic health management in hospitals, and the ecosystem figures for research faculty, R&D teams and start-ups are operating funded capacity (T5=2), and active participation in GPAI, the WEF AI Governance Alliance and the UN High-Level Advisory Body is formalised international engagement (T6=2). ""Detect and deter online scams"" shapes what content reaches users but targets fraud rather than speech or narrative, so it registers at the low end of Theme 3 (T3=1); advocacy for ""the responsible and ethical use of AI"" is rhetorical (T4=1). Confidence is Moderate because the immigration clearance system is named in a single clause without operational detail; flagged on the mandatory T1 trigger."
"SGP_NAIS2_2023_RESEARCH_SINGAP_P32_33","SGP_NAIS2_2023","Singapore","Research > Action 4 > Update national AI R&D plans to sustain leadership in > Singapore-Republic of Korea Joint Grant Call for AI Research",32,158,0,0,0,0,2,2,"enacted","High","Polysemic Uncertainty","""In February 2023, AISG and the Republic of Korea's Institute for Information and Communication Technology Planning and Evaluation (IITP) launched a joint grant call to fund research"" is a formalised cross-border R&D funding cluster in operation, which is the T6=2 anchor exactly. The same grant call funds domestic research capacity at Nanyang Technological University with industry partners (T5=2). The research subject is HVAC and building energy optimisation -- physical plant, not people -- so the Human Target Constraint keeps Theme 1 at 0."
"SGP_NAIS2_2023_DATA_ENHANC_P54_54","SGP_NAIS2_2023","Singapore","Data > Action 11 > Enhancing Technologies",54,142,0,2,0,2,2,0,"directed","High","Polysemic Uncertainty","""The Government will support research and development for PETs, especially in targeted areas like synthetic data generation, data annotation, federated learning, and homomorphic encryption"" is a funded privacy-technology programme with named technical targets, which is the T4=2 anchor for institutional privacy instruments. The same commitment builds general ""data management capabilities... at scale"" (T5=2). The commitment to ""expand practical measures like regulatory sandboxes and guidelines to promote experimentation with PETs"" is the T2=2 anchor: a sandbox relaxes specified requirements for enrolled participants without creating an override or a penalty."
"SGP_NAIS2_2023_DATA_ACTION_P54_55","SGP_NAIS2_2023","Singapore","Data > Action 12",54,101,0,2,0,2,2,0,"enacted","High","Polysemic Uncertainty","""IMDA launched Singapore's first PET Sandbox in July 2022"" and it ""provides regulatory support to ensure that the deployment of PETs meets compliance guidelines"" -- an operating regulatory sandbox compliance programme, which is simultaneously the T4=2 anchor (institutional compliance instrument, enacted) and the T2=2 anchor (a sandbox for enrolled participants). It also ""provides grant support to user companies to scope and implement pilot projects"" (T5=2). Nothing here obliges any party or attaches a penalty, so no theme reaches 3."
"SGP_NAIS2_2023_TRUSTEDE_AIVERI_P58_59","SGP_NAIS2_2023","Singapore","Trusted Environment > Action 13 > Ensure fit-for-purpose regulatory environment for AI > AI Verify",58,321,0,2,2,2,2,2,"enacted","Moderate","Polysemic Uncertainty","AI Verify is an operating testing framework and toolkit released by IMDA in May 2022, and ""in June 2023, IMDA also set up the AI Verify Foundation"" -- named institutional governance instruments in force, though voluntary and open source (T4=2, enacted). ""Pilots for solutions such as watermarking and model cards"" is almost verbatim the T3=2 anchor for state-funded provenance and synthetic-media work. ""Regulatory sandboxes"" is the T2=2 anchor; ""capability development to nurture a domestic Testing, Inspection, and Certification (TIC) sector"" is funded industrial capacity (T5=2); and the international pilot plus contributing ""to international discourse on AI governance... to shape rules around AI"" is funded participation in international standard-setting (T6=2). Confidence is Moderate because five themes sit at 2 in one dense unit; flagged on the mandatory T3 trigger and the tie at 2."
"SGP_NAIS2_2023_TRUSTEDE_RAISES_P59_60","SGP_NAIS2_2023","Singapore","Trusted Environment > Action 14 > Raise security and resilience baseline for AI",59,245,0,0,0,1,2,2,"enacted","High","Polysemic Uncertainty","Dr He Ruimin, Singapore's Chief AI Officer, ""has been selected as one of the members"" of the UN High-Level Advisory Body on AI, which is participation in a named international governance body (T6=2, enacted). Action 14 commits to updating ""cybersecurity toolkits for enterprises and individual users"", developing ""standards and solutions for AI security"", and co-creating technical guidelines with the private sector -- cybersecurity protecting system integrity, which the Theme 3 boundary note routes to Theme 5 (T5=2). ""Joint red teams to test AI systems"" is voluntary, crowdsourced evaluation rather than a mandatory audit (T4=1)."
