"unit_id","doc_id","unit_seq","country_iso3","jurisdiction","year","document_class","section_path","page_start","page_end","word_count","is_exec_summary","T1_surveillance","T2_executive","T3_infocontrol","T4_civilrights","T5_economic","T6_geopolitical","primary_theme","primary_score","secondary_theme","secondary_score","n_themes_nonzero","max_score","binding_status","confidence_level","flag_human_review","flag_reason","justification","codebook_version","codebook_sha256","prompt_version","prompt_sha256","model_id","effort","scoring_route","scored_at","run_id","input_tokens","output_tokens","cache_read_input_tokens","evidence_instrument","evidence_addressee","evidence_consequence","source_language","is_translation","regime_type","regime_source","regime_year"
"DEU_AISTRAT_2018_3FIELDSO_THEFED_P40_40","DEU_AISTRAT_2018",78,"DEU","Germany",2018,"C","3. Fields of action > 3.10 Setting standards > The Federal Government advocates the standardisation of AI terminology and classifications (including",40,40,139,FALSE,0,0,0,2,1,1,"T4_civilrights",2,"T5_economic",1,3,2,"directed","High","NO","None","""The Federal Government will pay special attention to ethical aspects, particularly in the standardisation of AI technology to be used in autonomous machinery and vehicles ('ethics by design')"", and ""we will also take these aspects into account as we look at the possibility to establish structures and processes required for auditing the development and use of AI"" -- ethics embedded in standardisation plus a prospective auditing architecture, which is the T4=2 anchor and stops short of a mandatory audit with a consequence. ""The Federal Government will work with the German Institute for Standardization (DIN) to develop a roadmap on standardisation in the area of AI"" is a committed institutional process (T5=1) whose advocacy of AI terminology and classification standards is aimed at wider adoption (T6=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_311NAT_P40_40","DEU_AISTRAT_2018",79,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking",40,40,168,FALSE,0,0,0,1,1,2,"T6_geopolitical",2,"T5_economic",1,3,2,"directed","High","NO","None","""The Federal Government will launch an initiative designed to better represent European interests within international standardisation bodies by working with the business community, academia and standardisation organisations"", with the goal ""to improve coordination so we can better enforce European values at global level"" -- a launched initiative aimed at named international standard-setting arenas, which is the T6=2 anchor. It expressly disclaims block-voting, so no control or exclusion mechanism arises. ""The Federal Government will introduce input provided by the Data Ethics Commission into the debate"", carrying a named ethics body's output into standard-setting without creating an obligation (T4=1); the working arrangement with business and academia is incidental capacity (T5=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_GOVERN_P40_40","DEU_AISTRAT_2018",80,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking > Government.",40,40,162,FALSE,1,0,1,1,2,0,"T5_economic",2,"T3_infocontrol",1,4,2,"enacted","Moderate","NO","None","The unit positions the AI Strategy within existing federal programmes, of which ""one of the twelve missions set out in the High-tech Strategy 2025 is 'Rolling out AI'"" -- an operating national programme (T5=2, enacted). Two listed programmes register weakly on other themes: ""the Central Office for Information Technology in the Security Sector"" is a state security-technology agency named without any described function, target or programme (T1=1), and ""the protection of children and minors from harmful media"" is a content-protection policy area named without any mechanism (T3=1). ""The establishment of a Data Ethics Commission within the Digital Council"" is likewise named rather than described (T4=1). Confidence is Moderate because the unit is a list of cross-references rather than substantive policy text.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_GOVERN_P41_41","DEU_AISTRAT_2018",81,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking > Government.",41,41,236,FALSE,0,0,0,2,1,1,"T4_civilrights",2,"T5_economic",1,3,2,"enacted","High","NO","None","""The measures set out in this AI strategy are... coordinated with... the Study Commission entitled Artificial Intelligence -- Social Responsibility and Economic, Social and Ecological Potential set up by the Bundestag on 27 September 2018"", and ""the ministries responsible... are to regularly assess the impact that the progress made on AI development has on other policy areas"", with ""systematic analysis and observation as well as a regular dialogue between the responsible ministries"" required ""in order to detect and prevent undesirable developments at an early stage"" -- a standing parliamentary commission plus institutionalised impact monitoring, which is the T4=2 anchor. The named risks include ""the use of AI technology in way that violates personal freedoms, the right to control one's own data, privacy and data protection... and various forms of discrimination"". SDG implementation is international framing (T6=1) and sectoral efficiency gains are economic context (T5=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WORKMO_P41_41","DEU_AISTRAT_2018",82,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking > Work more closely with the EU institutions, particularly with the European Commission and the",41,41,294,FALSE,0,1,0,0,2,2,"T5_economic",2,"T6_geopolitical",2,3,2,"directed","High","YES","Polysemic Uncertainty","""Work more closely with the EU institutions, particularly with the European Commission and the Member States on developing the framework governing the use of AI on the Digital Single Market and for implementing the European AI strategy"", including ""integrating the national centres of excellence into a European network of centres of excellence"" and encouraging EU funding under ""Horizon Europe Programme, Digital Europe, and the European Social Fund"" -- named cross-border programmes and funding instruments (T6=2), which are simultaneously funded domestic research capacity (T5=2). ""As a general rule, it should be reviewed as to whether existing tools and regulations can be adapted/enhanced to include AI technology, before new tools or regulations are developed"" states a presumption against new regulation without creating any exemption (T2=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WORKMO_P41_41_2","DEU_AISTRAT_2018",83,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking > Work more closely with the EU institutions, particularly with the European Commission and the",41,41,228,FALSE,0,0,0,0,1,2,"T6_geopolitical",2,"T5_economic",1,2,2,"directed","High","NO","None","""We will expand international, bilateral and multilateral cooperation on AI, for example within the G7 and the G20"", working ""with the nations leading this field -- for example the US, Canada, Israel and some Asian countries -- to conduct joint bilateral and/or multilateral R&D activities"", using ""German diplomatic missions and the German Houses of Research and Innovation"", while ""Germany Trade and Invest GmbH (GTAI) will actively disseminate the importance attached to AI in Germany as part of its foreign trade and investment efforts"" -- named fora, named delivery institutions and a trade-promotion mandate (T6=2). Improving ""the visibility of German providers of AI solutions"" is export promotion without any control or exclusion (T5=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WORKMO_P42_42","DEU_AISTRAT_2018",84,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking > Work more closely with the EU institutions, particularly with the European Commission and the",42,42,139,FALSE,0,0,0,1,0,2,"T6_geopolitical",2,"T4_civilrights",1,2,2,"directed","High","NO","None","""When it comes to developing common guidelines, we advocate taking a multilateral approach by using existing forums such as the OECD, G7, G20 and the United Nations"", with support for ""developing countries in the creation of bespoke guidelines under the Global Pulse Initiative"" and a commitment to ""feed these into the relevant working groups and/or negotiations on guidelines and ethical standards on AI"" -- participation in named multilateral bodies with a norm-shaping agenda, which is the T6=2 anchor. The values fed in come from ""the relevant national commissions -- including the Data Ethics Commission and the Study Commission"" and remain guidelines rather than obligations (T4=1). No domestic funding or capacity mechanism appears in this unit.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_ESTABL_P42_42","DEU_AISTRAT_2018",85,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking > Establish capacities and knowledge about AI in developing countries in the context of economic",42,42,220,FALSE,0,0,0,1,1,2,"T6_geopolitical",2,"T5_economic",1,3,2,"directed","High","NO","None","""The Federal Government stands ready to work with developing and emerging economies on relevant areas such as education, training and economic cooperation... in order to help them use AI technology for economic and social development"", including ""space-based infrastructure that is connected by satellite to the communications and data flows of the industrialised countries"" -- a development-cooperation programme with defined content (T6=2). ""It is important to ensure that AI applications developed by industrialised countries are not discriminatory or unsuitable for users in developing countries"" and the observation that in countries without adequate ""data protection guidelines / protection mechanisms... there is also increased potential for abuse"" states protective concerns and offers policy assistance, with no obligation created (T4=1, T5=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_ESTABL_P42_42_2","DEU_AISTRAT_2018",86,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking > Establish capacities and knowledge about AI in developing countries in the context of economic",42,42,276,FALSE,0,0,1,1,1,0,"T3_infocontrol",1,"T5_economic",1,3,1,"aspirational","High","NO","None","""Possibilities to promote the acquisition of digital and media skills and the ability to critically reflect include launching campaigns designed to disseminate factual information (for example by explaining real-life scenarios of AI use), teaching digital skills in schools and adult education"" -- state information campaigns and media literacy aimed at ""a fact-based and differentiated public debate"", named as possibilities with no programme or budget attached, which is the T3=1 anchor. ""The media and institutions regulating the media also play a key role"" is descriptive rather than directive. Enabling citizens ""to critically reflect on the use of new technology"" and ""introducing and promoting technology for implementing and enforcing the law and ethical principals"" states aims without an instrument (T4=1); skills teaching is incidental capacity (T5=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_ESTABL_P43_43","DEU_AISTRAT_2018",87,"DEU","Germany",2018,"C","3. Fields of action > 3.11 National and international networking > Establish capacities and knowledge about AI in developing countries in the context of economic",43,43,263,FALSE,0,0,0,1,1,0,"T5_economic",1,"T4_civilrights",1,2,1,"aspirational","High","NO","None","""Investment in technological impact assessment needs to be commensurate with the uptake of technologies such as AI in our society"", and ""the government's responsibility to design a trust-inspiring framework and to ensure that this framework is complied with... ha[s] to be balanced against the need to control the market and competition"" -- normative statements attributed to the Data Ethics Commission's recommendations, with no instrument, addressee or consequence (T4=1). The concern that scientists and civil society must not become ""ever more dependent on obtaining financing from"" the leading AI companies, and the call to discuss ""social sovereignty"", are framed as debates to be had (T5=1). No obligation, funding line or mechanism is committed here.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_312ENG_P43_43","DEU_AISTRAT_2018",88,"DEU","Germany",2018,"C","3. Fields of action > 3.12 Engaging in dialogue with society and continuing the development of the frame-",43,43,347,FALSE,0,0,1,1,1,0,"T3_infocontrol",1,"T5_economic",1,3,1,"aspirational","High","NO","None","""We will place the societal dialogue on AI in the context of a comprehensive and longer-term campaign on digital information, education and participation which embraces new technologies like AI"" is a committed state information and education campaign shaping public understanding, described without budget, delivery body or timeline, which is the T3=1 anchor. Involving ""all groups in society"" with particular attention to those who ""make less than average use of digital services"", and the note that ""civil society actors in particular are opposed to public relations efforts which are merely intended to foster public acceptance"", frames participation without an enforceable mechanism (T4=1). Public acceptance is treated as a condition of investment and dissemination (T5=1). At 347 words the unit sits inside the ceiling.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_312ENG_P43_44","DEU_AISTRAT_2018",89,"DEU","Germany",2018,"C","3. Fields of action > 3.12 Engaging in dialogue with society and continuing the development of the frame-",43,44,180,FALSE,0,0,0,1,1,0,"T5_economic",1,"T4_civilrights",1,2,1,"proposed","Moderate","NO","None","The unit reports consultation comments rather than government commitments: ""calls are made for increased financing of research projects in the field of societal effects of AI, the transdisciplinary dialogue and the assessment of the national and global impact of the technology"" (T5=1), and the point that ""the discussion on the ethical limits to the use of AI is not a one-off, clearly defined process, but rather must be an ongoing process"" (T4=1). The comments are addressed to the Federal Government, the Laender, municipalities and existing institutions, so no addressee is placed under obligation. Confidence is Moderate because the unit is a summary of stakeholder positions.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_ARBEIT_P44_44","DEU_AISTRAT_2018",90,"DEU","Germany",2018,"C","3. Fields of action > 3.12 Engaging in dialogue with society and continuing the development of the frame- > Arbeit und Gesellschaft) to get the message out and to promote multidisciplinary social technology",44,44,318,FALSE,0,0,1,1,2,0,"T5_economic",2,"T3_infocontrol",1,3,2,"directed","High","NO","None","""The Federal Government will establish a Digital Work and Society Future Fund (Zukunftsfonds Digitale Arbeit und Gesellschaft)... creating a nation-wide centre of excellence"", which ""will develop and administer funding programmes to support dialogue-oriented education projects, innovation spaces and shaping/co-creation projects"" and support municipalities in establishing ""citizens' labs, innovation spaces and pilot projects"" (T5=2: a named institution with defined funding instruments). ""The Future Fund will run dialogue-based information and education campaigns to promote the active shaping of a digital commonweal"", and the Government ""understands the need for a comprehensive, nation-wide information and policy campaign in the field of digital technologies"" -- state communication shaping public understanding of a policy field, with no obligation on any platform or publisher (T3=1). Funded educational services ""on (data) security, the legal framework, and the ability to engage in critical reflection"" support informed use without conferring a right (T4=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_ARBEIT_P44_44_2","DEU_AISTRAT_2018",91,"DEU","Germany",2018,"C","3. Fields of action > 3.12 Engaging in dialogue with society and continuing the development of the frame- > Arbeit und Gesellschaft) to get the message out and to promote multidisciplinary social technology",44,44,234,FALSE,0,0,1,1,1,0,"T3_infocontrol",1,"T5_economic",1,3,1,"aspirational","High","NO","None","""The Federal Government believes that a key task in the field of cultural and media policy is to establish a policy environment in the AI era which creates and maintains diversity and guarantees the necessary scope for the development of cultural and media freedoms"", adding that ""the principles of transparency and non-discrimination must also apply to AI applications in the field of the media and culture so that free, individual and public opinion-formation remains possible"" -- a state position on the information environment, protective in direction, asserted without an instrument, addressee or consequence (T3=1). The transparency and non-discrimination principles are likewise asserted rather than imposed (T4=1). Leveraging AI ""in the cultural, media and creative industries"" is sectoral framing (T5=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_THEFED_P45_45","DEU_AISTRAT_2018",92,"DEU","Germany",2018,"C","3. Fields of action > 3.12 Engaging in dialogue with society and continuing the development of the frame- > The Federal Government will further develop the Plattform Lernende Systeme into an Artificial Intel-",45,45,140,FALSE,0,0,0,1,2,0,"T5_economic",2,"T4_civilrights",1,2,2,"directed","High","NO","None","""The Federal Government will further develop the Plattform Lernende Systeme into an Artificial Intelligence Platform that hosts a dialogue between government, science and commerce with civil society"", and ""the Platform will create thematic working groups to discuss opportunities, challenges and the legal framework for the development and responsible use of learning systems"" whose findings ""will feed into scenarios, recommendations, policy options and roadmaps"" -- development of an existing named institution with a defined work programme (T5=2). The Platform will ""develop application scenarios which can also help to clarify ethical and legal issues"", which is deliberative rather than an obligation, audit or right (T4=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_THEFED_P45_45_2","DEU_AISTRAT_2018",93,"DEU","Germany",2018,"C","3. Fields of action > 3.12 Engaging in dialogue with society and continuing the development of the frame- > The Federal Government will support dialogues between the social partners on the sustainable inte-",45,45,189,FALSE,0,0,1,1,2,1,"T5_economic",2,"T3_infocontrol",1,4,2,"directed","High","NO","None","""Dialogues between the social partners will be supported by the Federal Government in the form of expert forums in the Labour Ministry and via the New Quality of Work Initiative (INQA)"", with the Future Fund providing ""funding for sectoral dialogues between the social partners"" (T5=2: named delivery vehicles with funding). ""The Federal Government will set up a communications strategy for AI"" with objectives including ""comprehensible explanations of AI for commerce, administration and society, and the improvement of Germany's image in the field of AI around the world"" -- state communication shaping public understanding of the field, with no obligation on any party (T3=1), and with an explicit international reputational objective (T6=1). Social-partner backing for AI introduction states a participation expectation without a right (T4=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"IND_NAIS_2018_INTRODUC_AIFORA_P05_05","IND_NAIS_2018",1,"IND","India",2018,"C","Introduction > #AIforAll: Technology Leadership for Inclusive Growth",5,5,326,FALSE,0,0,0,0,2,1,"T5_economic",2,"T6_geopolitical",1,2,2,"directed","High","NO","None","""Hon'ble Finance Minister, in his budget speech for 2018-2019, mandated NITI Aayog to establish the National Program on AI"", and ""NITI Aayog has partnered with several leading AI technology players to implement AI projects in critical areas such as agriculture and health"" -- an instructed programme with projects already ""under various stages of implementation"" (T5=2, directed). ""The potential to position itself among leaders on the global AI map"" and the aspiration to ""replicate these solutions in other similarly placed developing countries"" is competitiveness and technology-diplomacy framing without an instrument (T6=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",FALSE,"PENDING","PENDING","PENDING"
"IND_NAIS_2018_INTRODUC_AIFORA_P05_05_2","IND_NAIS_2018",2,"IND","India",2018,"C","Introduction > #AIforAll: Technology Leadership for Inclusive Growth",5,5,245,FALSE,0,0,0,1,2,1,"T5_economic",2,"T4_civilrights",1,3,2,"proposed","High","NO","None","""Sustained government intervention to tackle the existing challenges and constraints is needed"" and the government is to ""play a leading role in developing the implementation roadmap for AI"" in sectors with the greatest externalities -- programmatic direction stated as a recommendation rather than a funded commitment (T5=2, proposed). ""Responsible AI"" appears in a list of dimensions with no framework, body or obligation attached (T4=1). ""Scalable solutions for emerging economies"" and tackling ""global challenges from AI's perspective"" is international framing (T6=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",FALSE,"PENDING","PENDING","PENDING"
"IND_NAIS_2018_INTRODUC_AIFORA_P06_06","IND_NAIS_2018",3,"IND","India",2018,"C","Introduction > #AIforAll: Technology Leadership for Inclusive Growth",6,6,208,FALSE,0,0,0,0,1,1,"T5_economic",1,"T6_geopolitical",1,2,1,"proposed","High","NO","None","The unit is explicit that this is a pre-legislative discussion document: ""while this paper includes several recommendations, some of which may be deemed disruptive, specifics (e.g. execution and financial implications) have been consciously avoided, since wider consultations and consensus building is needed"". Building ""the foundational R&D capability aimed at ensuring competitiveness in the long run"" is therefore stated without programme or budget (T5=1). ""Solving for India... can easily be extended to the rest of the emerging and developing economies"" and India as ""the ideal test-bed"" is export and development-cooperation framing (T6=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",FALSE,"PENDING","PENDING","PENDING"
"IND_NAIS_2018_EXECUTIV_INDIAS_P07_07","IND_NAIS_2018",4,"IND","India",2018,"C","Executive Summary > India’s Approach to Leadership in AI",7,7,343,TRUE,0,0,0,0,2,1,"T5_economic",2,"T6_geopolitical",1,2,2,"proposed","High","NO","None","""NITI Aayog has decided to focus on five sectors that are envisioned to benefit the most from AI in solving societal needs"" -- Healthcare, Agriculture, Education, Smart Cities and Infrastructure, and Smart Mobility and Transportation -- a defined sectoral programme with named priorities but no budget or implementing mechanism in this unit (T5=2). ""A 'Garage' for emerging and developing economies"" and ""define its own brand of AI leadership"" is international positioning (T6=1). At 343 words the unit sits inside the ceiling.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",FALSE,"PENDING","PENDING","PENDING"
"IND_NAIS_2018_EXECUTIV_INDIAS_P07_07_2","IND_NAIS_2018",5,"IND","India",2018,"C","Executive Summary > India’s Approach to Leadership in AI",7,7,179,TRUE,0,0,0,1,2,0,"T5_economic",2,"T4_civilrights",1,2,2,"proposed","High","NO","None","""The paper proposes a two-tiered structure to address India's AI research aspirations"": a ""Centre of Research Excellence (CORE)"" and ""International Centers of Transformational AI (ICTAI)"" with private sector collaboration -- named proposed research institutions with defined mandates (T5=2, proposed). Among the listed barriers is ""privacy and security, including a lack of formal regulations around anonymisation of data"", which diagnoses a regulatory gap without proposing an instrument in this unit (T4=1). No content, surveillance or cross-border mechanism appears.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",FALSE,"PENDING","PENDING","PENDING"
"IND_NAIS_2018_EXECUTIV_INDIAS_P08_08","IND_NAIS_2018",6,"IND","India",2018,"C","Executive Summary > India’s Approach to Leadership in AI",8,9,339,TRUE,0,0,0,0,2,2,"T5_economic",2,"T6_geopolitical",2,2,2,"proposed","High","YES","Polysemic Uncertainty","An umbrella research organisation, ""moonshot research projects"", ""common computing and other related infrastructure for AI"", reskilling mechanisms and a ""National AI Marketplace (NAIM)"" are proposed institutions and infrastructure with defined functions (T5=2). ""Development of a dedicated supranational agency to channel research in solving big, audacious problems of AI -- 'CERN for AI'"", together with ""encouraging international collaboration"", proposes a named cross-border research institution, which is the T6=2 anchor for a formalised international research structure. Both remain proposals in a discussion paper, so binding_status is proposed.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",FALSE,"PENDING","PENDING","PENDING"
"IND_NAIS_2018_EXECUTIV_INDIAS_P08_08_2","IND_NAIS_2018",7,"IND","India",2018,"C","Executive Summary > India’s Approach to Leadership in AI",8,9,347,TRUE,0,0,0,2,2,1,"T5_economic",2,"T4_civilrights",2,3,2,"proposed","High","YES","Polysemic Uncertainty","""A consortium of Ethics Councils at each Centre of Research Excellence can be set up and it would be expected that all COREs adhere to standard practice"", and ""the paper suggests establishing data protection frameworks and sectorial regulatory frameworks, and promotion of adoption of international standards"", against named risks including ""data usage without consent, risk of identification of individuals through data, data selection bias and the resulting discrimination of AI models"" -- proposed institutional governance with defined content but no enumerated obligations or penalties, which is the T4=2 anchor. IP facilitation centres and training for ""IP granting authorities, judiciary and tribunals"" are proposed institutional capacity (T5=2). Adoption of international standards is soft alignment (T6=1). At 347 words the unit sits inside the ceiling.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",FALSE,"PENDING","PENDING","PENDING"
